task,case,engine,time,p1,encoding
task1_single_qubit_baseline,baseline,qutip,737.0,0.9978486273948773,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,738.0,0.997866481328782,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,739.0,0.9978841870851078,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,740.0,0.9979017458904639,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,741.0,0.9979191589612876,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,742.0,0.9979364275039482,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,743.0,0.9979535527148495,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,744.0,0.9979705357805341,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,745.0,0.9979873778777858,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,746.0,0.9980040801737338,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,747.0,0.9980206438273233,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,748.0,0.998037069989357,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,749.0,0.9980533597992193,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,750.0,0.9980695143870486,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,751.0,0.9980855348738823,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,752.0,0.9981014223717604,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,753.0,0.9981171779838303,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,754.0,0.9981328028044508,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,755.0,0.9981482979192967,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,756.0,0.9981636644054629,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,757.0,0.9981789033315686,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,758.0,0.9981940157578619,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,759.0,0.9982090027363242,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,760.0,0.9982238653107738,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,761.0,0.9982386045169712,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,762.0,0.9982532213827225,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,763.0,0.9982677169279845,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,764.0,0.9982820921649682,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,765.0,0.9982963480982443,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,766.0,0.9983104857248457,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,767.0,0.9983245060343735,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,768.0,0.9983384100091011,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,769.0,0.9983521986240769,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,770.0,0.9983658728472308,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,771.0,0.9983794336394771,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,772.0,0.9983928819548192,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,773.0,0.9984062187404543,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,774.0,0.9984194449368771,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,775.0,0.9984325614779836,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,776.0,0.9984455692233275,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,777.0,0.9984584690049285,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,778.0,0.9984712617178008,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,779.0,0.9984839482497313,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,780.0,0.9984965294812886,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,781.0,0.9985090062859009,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,782.0,0.9985213795299341,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,783.0,0.9985336500727705,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,784.0,0.9985458187668862,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,785.0,0.9985578864579302,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,786.0,0.998569853984802,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,787.0,0.99858172217973,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,788.0,0.9985934918683498,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,789.0,0.9986051638697822,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,790.0,0.9986167389967116,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,791.0,0.9986282180554642,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,792.0,0.9986396018460861,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,793.0,0.9986508911624216,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,794.0,0.9986620867921912,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,795.0,0.9986731895170702,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,796.0,0.9986842001127666,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,797.0,0.9986951193490994,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,798.0,0.9987059479900768,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,799.0,0.9987166867939745,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,800.0,0.9987273365134137,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,801.0,0.9987378978954395,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,802.0,0.9987483716815992,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,803.0,0.9987587586080201,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,804.0,0.9987690594042983,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,805.0,0.9987792747352248,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,806.0,0.9987894052783346,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,807.0,0.9987994517361957,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,808.0,0.99880941480566,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,809.0,0.9988192951779252,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,810.0,0.9988290935385978,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,811.0,0.9988388105677576,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,812.0,0.9988484469400191,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,813.0,0.9988580033245954,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,814.0,0.9988674803853613,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,815.0,0.9988768787809161,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,816.0,0.9988861991646466,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,817.0,0.9988954421847905,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,818.0,0.9989046084844992,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,819.0,0.9989136987019009,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,820.0,0.9989227134701638,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,821.0,0.998931653417559,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,822.0,0.9989405191675234,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,823.0,0.9989493113387233,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,824.0,0.998958030545117,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,825.0,0.9989666773960181,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,826.0,0.9989752524961583,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,827.0,0.9989837564457509,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,828.0,0.9989921898405528,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,829.0,0.9990005532719297,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,830.0,0.9990088473269166,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,831.0,0.9990170725882828,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,832.0,0.999025229634594,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,833.0,0.9990333190355476,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,834.0,0.9990413413036852,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,835.0,0.9990492969804109,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,836.0,0.9990571866176555,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,837.0,0.9990650107628967,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,838.0,0.9990727699592097,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,839.0,0.9990804647453182,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,840.0,0.9990880956556444,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,841.0,0.9990956632203606,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,842.0,0.9991031679654389,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,843.0,0.9991106104127027,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,844.0,0.9991179910798766,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,845.0,0.999125310480638,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,846.0,0.9991325691246667,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,847.0,0.9991397675176965,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,848.0,0.9991469061615652,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,849.0,0.9991539855542655,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,850.0,0.9991610061899959,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,851.0,0.9991679685592111,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,852.0,0.9991748731486726,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,853.0,0.9991817204414996,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,854.0,0.9991885109172195,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,855.0,0.9991952450518189,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,856.0,0.9992019233177935,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,857.0,0.9992085461841997,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,858.0,0.9992151141167046,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,859.0,0.9992216275776369,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,860.0,0.9992280870260377,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,861.0,0.9992344929177109,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,862.0,0.9992408456945834,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,863.0,0.9992471457491623,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,864.0,0.9992533935114414,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,865.0,0.9992595894148554,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,866.0,0.9992657338893216,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,867.0,0.9992718273612792,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,868.0,0.9992778702537276,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,869.0,0.9992838629862666,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,870.0,0.9992898059751341,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,871.0,0.9992956996332462,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,872.0,0.9993015443702352,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,873.0,0.9993073405924897,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,874.0,0.9993130887031928,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,875.0,0.9993187891023613,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,876.0,0.9993244421868845,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,877.0,0.9993300483505643,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,878.0,0.9993356079841523,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,879.0,0.9993411214753907,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,880.0,0.99934658920905,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,881.0,0.9993520115669685,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,882.0,0.9993573889280918,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,883.0,0.9993627216685107,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,884.0,0.999368010161501,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,885.0,0.9993732547775624,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,886.0,0.9993784558844574,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,887.0,0.99938361384725,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,888.0,0.9993887290283456,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,889.0,0.999393801787529,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,890.0,0.9993988324820039,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,891.0,0.9994038214528679,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,892.0,0.9994087690148623,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,893.0,0.9994136755095494,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,894.0,0.9994185412772997,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,895.0,0.9994233666557287,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,896.0,0.9994281519797287,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,897.0,0.9994328975814993,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,898.0,0.9994376037905783,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,899.0,0.9994422709338726,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,900.0,0.9994468993356895,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,901.0,0.9994514893177677,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,902.0,0.9994560411993074,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,903.0,0.9994605552970031,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,904.0,0.9994650319250726,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,905.0,0.9994694713952896,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,906.0,0.9994738740170129,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,907.0,0.99947824009722,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,908.0,0.9994825699405347,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,909.0,0.9994868638492617,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,910.0,0.9994911221234147,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,911.0,0.9994953450607488,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,912.0,0.9994995329567908,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,913.0,0.9995036861048716,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,914.0,0.9995078047961551,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,915.0,0.9995118893196707,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,916.0,0.9995159399623439,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,917.0,0.9995199570090265,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,918.0,0.9995239407425296,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,919.0,0.999527891443652,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,920.0,0.9995318093733643,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,921.0,0.9995356947822822,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,922.0,0.9995395479398458,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,923.0,0.9995433691133968,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,924.0,0.9995471585681173,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,925.0,0.9995509165670534,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,926.0,0.9995546433711403,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,927.0,0.9995583392392264,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,928.0,0.9995620044280971,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,929.0,0.9995656391925004,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,930.0,0.9995692437851705,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,931.0,0.9995728184568524,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,932.0,0.9995763634563262,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,933.0,0.9995798790304314,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,934.0,0.9995833654240921,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,935.0,0.9995868228803397,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,936.0,0.9995902516403398,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,937.0,0.9995936519434135,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,938.0,0.9995970240270652,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,939.0,0.9996003681270039,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,940.0,0.9996036844771697,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,941.0,0.9996069733097573,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,942.0,0.9996102348552405,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,943.0,0.9996134693423966,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,944.0,0.999616676998331,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,945.0,0.9996198580485016,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,946.0,0.9996230127167425,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,947.0,0.9996261412252899,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,948.0,0.9996292437945475,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,949.0,0.9996323206232555,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,950.0,0.9996353719131483,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,951.0,0.999638397875887,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,952.0,0.9996413987214144,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,953.0,0.9996443746579752,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,954.0,0.999647325892134,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,955.0,0.999650252628795,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,956.0,0.9996531550712213,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,957.0,0.9996560334210534,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,958.0,0.9996588878783284,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,959.0,0.9996617186414996,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,960.0,0.9996645259074549,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,961.0,0.9996673098715366,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,962.0,0.9996700707275596,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,963.0,0.9996728086678315,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,964.0,0.9996755238831706,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,965.0,0.999678216562926,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,966.0,0.999680886894996,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,967.0,0.9996835350658476,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,968.0,0.9996861612605352,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,969.0,0.99968876566272,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,970.0,0.999691348454689,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,971.0,0.9996939098173739,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,972.0,0.9996964499303707,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,973.0,0.999698968971958,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,974.0,0.9997014671191168,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,975.0,0.9997039445475491,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,976.0,0.9997064014316974,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,977.0,0.9997088379434085,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,978.0,0.999711254234678,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,979.0,0.9997136504669364,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,980.0,0.9997160268061024,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,981.0,0.9997183834167314,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,982.0,0.9997207204620302,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,983.0,0.9997230381038721,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,984.0,0.9997253365028109,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,985.0,0.9997276158180962,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,986.0,0.9997298762076879,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,987.0,0.999732117828271,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,988.0,0.99973434083527,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,989.0,0.9997365453828642,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,990.0,0.9997387316240018,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,991.0,0.999740899710415,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,992.0,0.9997430497926347,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,993.0,0.9997451820200051,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,994.0,0.999747296540698,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,995.0,0.9997493935017288,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,996.0,0.9997514730489696,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,997.0,0.9997535353271652,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,998.0,0.9997555804799468,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,999.0,0.9997576086498479,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,qutip,1000.0,0.9997596199783175,per_qubit_excited_probability
task1_single_qubit_baseline,baseline,julia_qtoolbox,0.0,0.0,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,1.0,0.08164916707583024,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,2.0,0.2616960686508539,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,3.0,0.4356743809366564,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,4.0,0.5058139697909174,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,5.0,0.4375817935142181,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,6.0,0.2777799514781387,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,7.0,0.12487957858724295,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,8.0,0.07027837280791228,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,9.0,0.14547108772246134,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,10.0,0.3056132801109522,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,11.0,0.4578985359731065,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,12.0,0.5168998513216179,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,13.0,0.4539254976117376,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,14.0,0.3119266839749426,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,15.0,0.17836466022627612,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,16.0,0.13307877164983356,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,17.0,0.20218211884664933,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,18.0,0.3445589436177448,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,19.0,0.4777971892398983,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,20.0,0.5272919865798222,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,21.0,0.4693069448834914,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,22.0,0.34318621615373973,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,23.0,0.22657855456338943,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,24.0,0.18919143584891182,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,25.0,0.2525771723936207,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,26.0,0.37910585430807614,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,27.0,0.4956271643583108,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,28.0,0.5370205124087446,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,29.0,0.48374472209868224,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,30.0,0.371777856400395,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,31.0,0.27002757896267565,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,32.0,0.23932395523414648,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,33.0,0.2973622418342083,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,34.0,0.409759975968141,basis_population_single_qubit
task1_single_qubit_baseline,baseline,julia_qtoolbox,35.0,0.5116153464041373,basis_population_single_qubit
